Wall time,Step,Value
1754005161.861504,516,-19.985511779785156
1754005223.5081682,517,-21.332054138183594
1754005286.563807,518,-22.869915008544922
1754005348.2602286,519,-24.330984115600586
1754005410.2981026,520,-25.47562599182129
1754005472.5846891,521,-26.328325271606445
1754005534.5678437,522,-26.817506790161133
1754005596.9178655,523,-27.285884857177734
1754005659.098776,524,-27.46250343322754
1754005720.7499506,525,-27.711402893066406
1754005782.7435992,526,-27.234285354614258
1754005844.2262113,527,-27.645536422729492
1754005907.1090176,528,-27.711162567138672
1754005968.91651,529,-27.77459716796875
1754006031.5876582,530,-27.743803024291992
1754006092.5735292,531,-27.783767700195312
1754006155.3502166,532,-27.66927719116211
1754006217.6991038,533,-27.688478469848633
1754006279.4240444,534,-27.74429702758789
1754006342.572713,535,-27.57366180419922
1754006405.0917313,536,-27.642175674438477
1754006467.6395028,537,-27.659433364868164
1754006530.6531124,538,-27.690502166748047
1754006593.4651175,539,-27.653162002563477
1754006655.9465802,540,-27.655162811279297
1754006718.9166927,541,-27.61811065673828
1754006781.6427264,542,-27.705121994018555
1754006843.2931783,543,-27.679733276367188
1754006905.433783,544,-27.672119140625
1754006967.6673777,545,-27.781841278076172
1754007029.4950414,546,-27.728755950927734
1754007092.2117336,547,-27.75176239013672
1754007154.7588274,548,-27.760738372802734
1754007217.5471966,549,-27.76706886291504
1754007279.8777418,550,-27.821399688720703
1754007342.321568,551,-27.775663375854492
1754007404.0536034,552,-27.741430282592773
1754007466.753691,553,-27.777324676513672
1754007529.4819055,554,-27.89580726623535
1754007591.2972844,555,-27.86351776123047
1754007654.463292,556,-27.875362396240234
1754007717.1452372,557,-27.832927703857422
1754007779.759235,558,-27.90374183654785
1754007841.7997503,559,-27.90402603149414
1754007902.917023,560,-27.912328720092773
1754007966.3351269,561,-27.853199005126953
1754008028.7735527,562,-27.94658088684082
1754008091.5127766,563,-27.899845123291016
1754008153.615742,564,-27.971956253051758
1754008214.2894895,565,-27.952739715576172
1754008276.7560937,566,-28.033811569213867
1754008339.6823401,567,-27.83998680114746
1754008401.7384095,568,-28.01654815673828
1754008463.7034996,569,-28.014169692993164
1754008524.9673662,570,-28.044292449951172
1754008587.5439079,571,-27.991661071777344
1754008650.1855195,572,-28.059467315673828
1754008712.8689563,573,-28.079694747924805
1754008774.662768,574,-28.01443862915039
1754008836.9382448,575,-28.086708068847656
1754008899.8457446,576,-28.08977699279785
1754008963.1401205,577,-28.046039581298828
1754009026.4735186,578,-28.096561431884766
1754009089.6386232,579,-28.09025764465332
1754009152.5761256,580,-28.00646209716797
1754009215.2840257,581,-28.151790618896484
1754009278.2099457,582,-28.07520866394043
1754009339.8910933,583,-28.15142059326172
1754009401.3254054,584,-28.123592376708984
1754009463.8264332,585,-28.140443801879883
1754009526.727561,586,-28.219045639038086
1754009589.9138722,587,-28.146020889282227
1754009651.526468,588,-28.231525421142578
1754009714.1737268,589,-28.219615936279297
1754009777.2990732,590,-28.201690673828125
1754009838.9723191,591,-28.187759399414062
1754009900.9828231,592,-28.171085357666016
1754009963.5123217,593,-28.23007583618164
1754010026.3739102,594,-28.3148250579834
1754010089.2963376,595,-28.291526794433594
1754010151.6928017,596,-28.26604461669922
1754010214.859523,597,-28.24178123474121
1754010277.113931,598,-28.344663619995117
1754010338.638111,599,-28.322725296020508
1754010400.5153973,600,-28.340190887451172
